no,fragment.daylight,fragments.manual.search,epi.value,std.dev,reg.avg,reg.median,reg.mode,avg.dist,hansch.pref
297,*S(=O)(=O)C#N,C1N1O2S1,1.26,0,1.26,1.26,1.26,1.26,1.26
298,FC(F)S(*)(=O)=O,C1H1F2O2S1,0.86,0,0.86,0.86,0.86,0.86,0.86
299,Cl[I](Cl)*,Cl2I1,,0,1.11,1.11,,1.11,1.11
300,ClP(Cl)(*)=O,Cl2O1P1,,0.22395436,0.746666667,0.9,,0.746666667,0.9
301,F[I](F)*,F2I1,,0,0.83,0.83,,0.83,0.83
302,F[I](F)(F)(F)*,F4I1,,0,1.15,1.15,,1.15,1.15
303,FP(F)(F)(F)*,F4P1,,0,0.8,0.8,0.8,0.8,0.8
304,FS(F)(F)(F)(F)*,F5S1,,0.008164966,0.68,0.68,,0.68,0.68
305,*[I](=O)=O,O2I1,,0.038586123,0.743333333,0.76,,0.743333333,0.78
306,*N=O,N1O1,,0.549969696,0.83,0.91,,0.83,0.91
307,ClC(*)=O,C1Cl1O1,,0.064420494,0.62,0.635,,0.62,0.61
308,FC(*)=O,C1F1O1,,0,0.7,0.7,,0.7,0.7
309,FC(F)(F)N=N*,C1F3N2,,0.053124592,0.743333333,0.74,,0.743333333,0.68
310,FC(F)(F)S(=O)(=O)O*,C1F3O3S1,,0.03,0.5,0.5,,0.5,0.53
311,*N=C=O,C1N1O1,,0.09027735,0.3,0.295,,0.3,0.19
312,*N=C=S,C1N1S1,,0.02384848,0.3525,0.355,,0.3525,0.38
313,[O-]N(=O)C(*)(N([O-])=O)N([O-])=O,C1N3O6,,0,0.82,0.82,,0.82,0.82
314,FC(F)S(*)=O,C1H1F2O1S1,,0.09,0.67,0.67,,0.67,0.58
315,FC(F)(F)S(=O)(=O)N*,C1H1F3N1O2S1,,0,0.39,0.39,,0.39,0.39
318,NC(=O)N*,C1H3N2O1,,0,-0.24,-0.24,-0.24,-0.24,-0.24
319,NC(=S)N*,N1H3N2S1,,0,0.16,0.16,,0.16,0.16
322,FOCN(*)COF,C2F2N1O2,,0,0.57,0.57,,0.57,0.57
324,FC(F)(F)S(*)=C=O,C2F3O1S1,,0,0.46,0.46,,0.46,0.46
325,FC(=O)N(*)C(F)(F)F,C2F4N1O1,,0.03,0.53,0.53,,0.53,0.5
326,FC(F)(F)N(*)C(F)(F)F,C2F6N1,,0,0.53,0.53,0.53,0.53,0.53
327,FC(F)(F)S(=O)(=O)N(*)S(=O)(=O)C(F)(F)F,C2F6N1O4S2,,0.015,0.815,0.815,,0.815,0.83
328,FC(F)(F)P(*)C(F)(F)F,C2F6P1,,0,0.69,0.69,,0.69,0.69
335,FC(F)(F)S(=O)C*,C2H2F3O1S1,,0,0.24,0.24,,0.24,0.24
336,FC(F)(F)S(=O)(=O)C*,C2H2F3O2S1,,0,0.31,0.31,,0.31,0.31
340,ClCC(=O)N*,C2H3Cl1N1O1,,0.02,-0.05,-0.05,,-0.05,-0.03
345,CN(*)S(=O)(=O)C(F)(F)F,C2H3F3N1O2S1,,0,0.44,0.44,,0.44,0.44
346,CC(*)([N+]([O-])=O)[N+]([O-])=O,C2H3N2O4,,0,0.61,0.61,,0.61,0.61
350,NC(=O)C*,C2H4N1O1,,0.065,0.005,0.005,,0.005,0.07
355,OCC*,C2H5O1,,0,-0.06,-0.06,,-0.06,-0.06
359,CN(*)S(C)(=O)=O,C2H6N1O2S1,,0,0.24,0.24,,0.24,0.24
360,CS(=O)(=O)N(*)S(C)(=O)=O,C2H6N1O4S2,,0,0.49,0.49,,0.49,0.49
361,FC(F)(F)C#C*,C3F3,,0,0.51,0.51,,0.51,0.51
362,FC(F)(F)C(=N*)C(F)(F)F,C3F6N1,,0,0.23,0.23,,0.23,0.23
363,FC(F)(F)C(F)(F)C(F)(F)*,C3F9,,0,0.48,0.48,,0.48,0.48
364,FC(F)(F)C(F)(*)C(F)(F)F,C3F7,,0.005,0.525,0.525,,0.525,0.53
368,OC(*)(C(F)(F)F)C(F)(F)F,C3H1F6O1,,0,0.3,0.3,0.3,0.3,0.3
369,FC(F)(F)SC(*)SC(F)(F)F,C3H1F6S2,,0,0.44,0.44,,0.44,0.44
373,FC(F)(F)S(=O)(=O)\C=C\*,C3H2F3O2S1,,0,0.55,0.55,,0.55,0.55
393,CCC(*)([N+]([O-])=O)[N+]([O-])=O,C3H5N2O4,,0,0.634,0.634,,0.634,0.634
396,CCOC*,C3H5O1,,0.3,0.18,0.18,,0.18,0.48
409,CC(C)(*)[N+]([O-])=O,C3H6N1O2,,0,0.2,0.2,,0.2,0.2
420,FC(F)(F)OCO[I](*)OCOC(F)(F)F,C4F6IO4,,0,1.34,1.34,,1.34,1.34
421,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)*,C4F9,,0,0.52,0.52,,0.52,0.52
422,FC(F)(F)SC(*)(SC(F)(F)F)SC(F)(F)F,C4F9S3,,0,0.53,0.53,,0.53,0.53
424,CC(*)(C#N)C#N,C4H3N2,,0,0.57,0.57,,0.57,0.57
432,COCN(*)COC,C4H6N1O2,,0,0.33,0.33,,0.33,0.33
441,COCNCC*,C4H8N1O1,,0,-0.06,-0.06,,-0.06,-0.06
445,CC(C)(O)C*,C4H9O1,,0,-0.17,-0.17,,-0.17,-0.17
453,C[N](C)(C)*,C3H9N1,,0.330371621,0.967857143,0.89,0.88,0.996666667,0.82
465,CC(C)(C)OC*,C5H9O1,,0,0.32,0.32,,0.32,0.32
476,CCOP(=O)(C*)OCC,C5H12O2P1,,0,0.06,0.06,,0.06,0.06
477,ClC1=C(Cl)C(Cl)=C(*)C(Cl)=C1Cl,C6Cl5,,0,0.24,0.24,,0.24,0.24
478,FC1=C(F)C(F)=C(*)C(F)=C1F,C6F5,,0.183545332,0.216666667,0.27,,0.216666667,0.27
494,ClC1=CC=C(C=C1)S(*)(=O)=O,C6H4Cl1O2S1,,0,0,0,,0,
500,FC1=CC=C(O*)C=C1,C6H4F1O1,,0,-0.1,-0.1,,-0.1,-0.1
512,[O-][N+](=O)C1=CC=C(S*)C=C1,C6H4N1O2S1,,0.005,0.245,0.245,,0.245,0.24
517,[O-][N+](=O)C1=CC=C(OS*)C=C1,C6H4N1O3S1,,0.015,0.615,0.615,,0.615,0.6
518,[O-][N+](=O)C1=CC=C(C=C1)S(*)(=O)=O,C6H4N1O4S1,,0.035,0.795,0.795,,0.795,0.83
519,*NC1=CC=CC=C1,C6H5N2,,0.103899286,0.377777778,0.34,0.34,0.3825,0.39
520,*OS(=O)(=O)C1=CC=CC=C1,C6H5O3S1,,0.04027682,0.306666667,0.33,,0.306666667,0.33
521,*NS(=O)(=O)C1=CC=CC=C1,C6H6N1O2S1,,0.016329932,-0.01,-0.01,,-0.01,0.01
535,FC(F)(F)C1=CC=CC(*)=C1,C7H4F3,,0,0.12,0.12,,0.12,0.12
542,*OC(=O)C1=CC=CC=C1,C7H5O2,,0,0.13,0.13,0.13,0.13,0.13
551,*OCC1=CC=CC=C1,C7H7O1,,0.087305339,-0.353333333,-0.41,,-0.353333333,-0.23
560,*CS(=O)(=O)C1=CC=CC=C1,C7H7O2S1,,0.01,0.15,0.15,,0.15,0.16
563,CC1=CC=C(C=C1)S(*)(=O)=O,C7H7O2S1,,0.045460606,0.62,0.63,,0.62,0.67
566,COC1=CC=C(C=C1)S(*)(=O)=O,C7H7O3S1,,0,0.65,0.65,,0.65,0.65
631,*CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,C13H12O1P1,,0,0.01,0.01,,0.01,
