no,fragment.daylight,fragments.manual.search,epi.value,std.dev,reg.avg,reg.median,reg.mode,avg.dist,hansch.pref
299,Cl[I](Cl)*,Cl2I1,,0,6.31,6.31,,6.31,
300,ClP(Cl)(*)=O,Cl2O1P1,,0,3.61,3.61,,3.61,
301,F[I](F)*,F2I1,,0,4.91,4.91,,4.91,4.91
302,F[I](F)(F)(F)*,F4I1,,0,5.81,5.81,,5.81,5.81
303,FP(F)(F)(F)*,F4P1,,0,2.31,2.31,,2.31,2.31
304,FS(F)(F)(F)(F)*,F5S1,,0,3.07,3.07,,3.07,
305,*[I](=O)=O,O2I1,,0,3.22,3.22,,3.22,
306,*N=O,N1O1,,0,1.59,1.59,,1.59,
307,ClC(*)=O,C1Cl1O1,,0,1.88,1.88,,1.88,
308,FC(*)=O,C1F1O1,,0,1.95,1.95,,1.95,1.95
309,FC(F)(F)N=N*,C1F3N2,,0,2.26,2.26,,2.26,2.26
310,FC(F)(F)S(=O)(=O)O*,C1F3O3S1,,0,3.88,3.88,,3.88,3.88
311,*N=C=O,C1N1O1,,0,1.76,1.76,,1.76,
312,*N=C=S,C1N1S1,,0,2.13,2.13,,2.13,2.13
313,[O-]N(=O)C(*)(N([O-])=O)N([O-])=O,C1N3O6,,0.810165878,3.8425,4.08,,3.8425,4.11
314,FC(F)S(*)=O,C1H1F2O1S1,,0,3.61,3.61,,3.61,
315,FC(F)(F)S(=O)(=O)N*,C1H1F3N1O2S1,,0,2.61,2.61,,2.61,2.61
316,FC(F)S(*)(=O)=O,C1H2F1O2S1,,0,2.95,2.95,,2.95,2.95
317,[O-]N(=O)OC*,C1H2N1O3,,0,0.85,0.85,,0.85,0.85
318,NC(=O)N*,C1H3N2O1,,0,0.82,0.82,,0.82,
319,NC(=S)N*,N1H3N2S1,,0,1.31,1.31,,1.31,1.31
320,CON*,C1H4N1O1,,0,1.16,1.16,,1.16,1.16
321,ClC(Cl)(Cl)OC*,C2Cl3O1,,0,3.25,3.25,,3.25,3.25
322,FOCN(*)COF,C2F2N1O2,,0,3.11,3.11,,3.11,3.11
323,FC(F)=C(F)*,C2F3,,0,1.45,1.45,,1.45,
324,FC(F)(F)S(*)=C=O,C2F3O1S1,,0,2.7,2.7,,2.7,2.7
325,FC(=O)N(*)C(F)(F)F,C2F4N1O1,,0,3.01,3.01,,3.01,3.01
326,FC(F)(F)N(*)C(F)(F)F,C2F6N1,,0,2.61,2.61,,2.61,
327,FC(F)(F)S(=O)(=O)N(*)S(=O)(=O)C(F)(F)F,C2F6N1O4S2,,0,3.91,3.91,,3.91,3.91
328,FC(F)(F)P(*)C(F)(F)F,C2F6P1,,0,2.63,2.63,,2.63,2.63
329,*C(=O)C#N,C2N1O1,,0,2.91,2.91,,2.91,2.91
330,ClC(Cl)OC*,C2H1Cl2O1,,0,2.7,2.7,,2.7,2.7
331,FC(F)C*,C2H1F2,,0,0.7,0.7,,0.7,
332,[O-][N+](=O)C(*)C(F)(F)F,C2H1F3N1O2,,0,2.18,2.18,,2.18,2.18
333,ClCOC*,C2H2Cl1O1,,0,2.01,2.01,,2.01,2.01
334,FC(*)=C,C2H2F1,,0,1.07,1.07,,1.07,
335,FC(F)(F)S(=O)C*,C2H2F3O1S1,,0.075,1.055,1.055,,1.055,1.13
336,FC(F)(F)S(=O)(=O)C*,C2H2F3O2S1,,0.09,1.17,1.17,,1.17,1.26
337,*CN=C=O,C2H2N1O1,,0,0.32,0.32,,0.32,0.32
338,[O-][N+](=O)C(C*)([N+]([O-])=O)[N+]([O-])=O,C2H2N3O6,,0,1.13,1.13,,1.13,1.13
339,BrCC(Br)*,C1H3Br2,,0,0.89,0.89,,0.89,0.89
340,ClCC(=O)N*,C2H3Cl1N1O1,,0,1.57,1.57,,1.57,1.57
341,CC(Cl)(*)[N+]([O-])=O,C2H3Cl1N1O2,,0,2.19,2.19,,2.19,2.19
342,CC(Cl)(Cl)*,C2H3Cl2,,0,1.04,1.04,,1.04,1.04
343,ClCC(Cl)*,C2H3Cl2,,0,0.59,0.59,,0.59,0.59
344,FC(F)(F)CN*,C2H3F3N1,,0,1.32,1.32,,1.32,1.32
345,CN(*)S(=O)(=O)C(F)(F)F,C2H3F3N1O2S1,,0,2.51,2.51,,2.51,2.51
346,CC(*)([N+]([O-])=O)[N+]([O-])=O,C2H3N2O4,,0,2.87,2.87,,2.87,2.87
347,CC(=S)S*,C2H3S2,,0,2.51,2.51,,2.51,2.51
348,FCC*,C2H4F1,,0,-0.1,-0.1,,-0.1,-0.1
349,FN(F)CC*,C2H4F2N1,,0,0.04,0.04,,0.04,0.04
350,NC(=O)C*,C2H4N1O1,,0.17,-0.01,-0.01,,-0.01,0.16
351,CC(*)[N+]([O-])=O,C2H4N1O2,,0,1.14,1.14,,1.14,1.14
352,[O-][N+](=O)CC*,C2H4N1O2,,0,0.01,0.01,,0.01,0.01
353,[O-][N+](=O)OCC*,C2H4N1O3,,0,0,0,,0,
354,CSC(=S)N*,C2H4N1S2,,0,2.11,2.11,,2.11,2.11
355,OCC*,C2H5O1,,0,-0.28,-0.28,,-0.28,-0.28
356,CS(=O)C*,C2H5O1S1,,0,0.84,0.84,,0.84,0.84
357,OCCN*,C2H6N1O1,,0,0.83,0.83,,0.83,0.83
358,CN(C)S(*)=O,C2H6N1O1S1,,0,1.38,1.38,,1.38,1.38
359,CN(*)S(C)(=O)=O,C2H6N1O2S1,,0,1.61,1.61,,1.61,1.61
360,CS(=O)(=O)N(*)S(C)(=O)=O,C2H6N1O4S2,,0,2.31,2.31,,2.31,2.31
361,FC(F)(F)C#C*,C3F3,,0,1.45,1.45,,1.45,
362,FC(F)(F)C(=N*)C(F)(F)F,C3F6N1,,0,1.71,1.71,,1.71,1.71
363,FC(F)(F)C(F)(F)C(F)(F)*,C3F9,,0,2.34,2.34,,2.34,
364,FC(F)(F)C(F)(*)C(F)(F)F,C3F7,,0,2.51,2.51,,2.51,
365,ClC(Cl)OCC(Cl)(Cl)*,C3H1Cl4O1,,0,2.16,2.16,,2.16,2.16
366,ClC(*)COC(Cl)(Cl)Cl,C3H1Cl4O1,,0,1.39,1.39,,1.39,1.39
367,FC(F)(F)C(*)C(F)(F)F,C3H1F6,,0,0.83,0.83,,0.83,
368,OC(*)(C(F)(F)F)C(F)(F)F,C3H1F6O1,,0,1.26,1.26,,1.26,
369,FC(F)(F)SC(*)SC(F)(F)F,C3H1F6S2,,0,2.26,2.26,,2.26,2.26
370,ClCOCC(Cl)(Cl)*,C3H2Cl3O1,,0,2.07,2.07,,2.07,2.07
371,ClC(Cl)OCC(Cl)*,C3H2Cl3O1,,0,1.17,1.17,,1.17,1.17
372,ClC(Cl)(Cl)CC(Cl)(Cl)*,C3H2Cl5,,0,1.67,1.67,,1.67,1.67
373,FC(F)(F)S(=O)(=O)\C=C\*,C3H2F3O2S1,,0,1.45,1.45,,1.45,1.45
374,COCC(Cl)(Cl)*,C3H3Cl2O1,,0,1.84,1.84,,1.84,1.84
375,ClC(Cl)OCC*,C3H3Cl2O1,,0,0.19,0.19,,0.19,0.19
376,ClCOCC(Cl)*,C3H3Cl2O1,,0,1.03,1.03,,1.03,1.03
377,ClC(Cl)CC(Cl)(Cl)*,C3H3Cl4,,0,1.61,1.61,,1.61,1.61
378,ClC(*)CC(Cl)(Cl)Cl,C3H3Cl4,,0,0.84,0.84,,0.84,0.84
379,*COC=C,C3H3O1,,0,1.51,1.51,,1.51,1.51
380,[O-][N+](=O)C(Br)(CC*)[N+]([O-])=O,C3H4Br1N2O4,,0,0.03,0.03,,0.03,0.03
381,[O-][N+](=O)C(Cl)(CC*)[N+]([O-])=O,C3H4Cl1N2O4,,0,0.05,0.05,,0.05,0.05
382,ClCCC(Cl)(Cl)*,C3H4Cl3,,0,1.53,1.53,,1.53,1.53
383,ClC(Cl)CC(Cl)*,C3H4Cl3,,0,0.77,0.77,,0.77,0.77
384,ClC(Cl)(Cl)CC*,C3H4Cl3,,0,-0.24,-0.24,,-0.24,-0.24
385,OC(C*)C(Cl)(Cl)Cl,C3H4Cl3O1,,0,-0.16,-0.16,,-0.16,-0.16
386,[O-][N+](=O)C(F)(C*)[N+]([O-])=O,C2H4F1N2O4,,0,0.07,0.07,,0.07,0.07
387,FC(F)(F)CC*,C3H4F3,,0,-0.17,-0.17,,-0.17,-0.17
388,*NCC#C,C3H4N1,,0,1.34,1.34,,1.34,1.34
389,[O-][N+](=O)C(CC*)([N+]([O-])=O)[N+]([O-])=O,C3H4N3O6,,0,0.09,0.09,,0.09,0.09
390,CCC(Cl)(Cl)*,C3H5Cl2,,0,1.42,1.42,,1.42,1.42
391,ClC(Cl)CC*,C3H5Cl2,,0,-0.24,-0.24,,-0.24,-0.24
392,*NCCC#N,C3H5N2,,0,1.2,1.2,,1.2,1.2
393,CCC(*)([N+]([O-])=O)[N+]([O-])=O,C3H5N2O4,,0,2.86,2.86,,2.86,2.86
394,CC(*)([N+]([O-])=O)[N+]([O-])=O,C2H5N2O4,,0,0.59,0.59,,0.59,0.59
395,*CCC=O,C3H7O1,,0,-0.2,-0.2,,-0.2,-0.2
396,CCOC*,C3H5O1,,0,1.12,1.12,,1.12,1.12
397,CCOC(=S)S*,C3H5O1S2,,0,2.26,2.26,,2.26,2.26
398,CCSC(=S)S*,C3H5S3,,0,2.51,2.51,,2.51,2.51
399,CC(Br)C*,C3H6Br1,,0,-0.05,-0.05,,-0.05,-0.05
400,CCC(Br)*,C3H6Br1,,0,0.53,0.53,,0.53,0.53
401,CC(Cl)C*,C3H6Cl1,,0,-0.14,-0.14,,-0.14,-0.14
402,CCC(Cl)*,C3H6Cl1,,0,0.56,0.56,,0.56,0.56
403,CN(C)OC*,C3H6N1O1,,0,1.45,1.45,,1.45,
404,NC(=O)CC*,C3H6N1O1,,0,-0.3,-0.3,,-0.3,-0.3
405,CCC(=O)N*,C3H6N1O1,,0,1.07,1.07,,1.07,1.07
406,CC(C)=NO*,C3H6N1O1,,0,1.32,1.32,,1.32,1.32
407,CN(C)C(=S)O*,C3H6N1O1S1,,0,2.63,2.63,,2.63,2.63
408,CN(C)OCS*,C3H6N1O1S1,,0,1.57,1.57,,1.57,1.57
409,CC(C)(*)[N+]([O-])=O,C3H6N1O2,,0,0.61,0.61,,0.61,0.61
410,CCC(*)[N+]([O-])=O,C3H6N1O2,,0,1.13,1.13,,1.13,1.13
411,CN(C)C(=O)O*,C2H6N1O2,,0,2.38,2.38,,2.38,2.38
412,CSC(=S)N(C)*,C3H6N1S2,,0,2.41,2.41,,2.41,2.41
413,CN(C)C(=S)S*,C3H6N1S2,,0,1.82,1.82,,1.82,1.82
414,CN(C)C(=S)N*,C3H7N2S1,,0,1.26,1.26,,1.26,1.26
415,OCCC*,C3H7O1,,0,-0.41,-0.41,,-0.41,-0.41
416,CNC(C)*,C3H8N1,,0,-0.33,-0.33,,-0.33,-0.33
417,CCN(C)*,C3H8N1,,0,0.59,0.59,,0.59,0.59
418,CP(C)(=O)C*,C3H8O1P1,,0,0.19,0.19,,0.19,0.19
419,COP(=O)(C*)OC,C3H8O3P1,,0,0.31,0.31,,0.31,0.31
420,FC(F)(F)OCO[I](*)OCOC(F)(F)F,C4F6IO4,,0,7.11,7.11,,7.11,7.11
421,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)*,C4F9,,0,1.95,1.95,,1.95,1.95
422,FC(F)(F)SC(*)(SC(F)(F)F)SC(F)(F)F,C4F9S3,,0,2.57,2.57,,2.57,2.57
423,FC(F)(F)C(F)(F)C(F)(F)C*,C4H2F7,,0,0.38,0.38,,0.38,0.38
424,CC(*)(C#N)C#N,C4H3N2,,0,3.45,3.45,,3.45,3.45
425,ClC(Cl)(Cl)\C=C\C*,C4H4Cl3,,0,-0.3,-0.3,,-0.3,-0.3
426,CCC#C*,C4H5,,0,1.08,1.08,,1.08,1.08
427,CC#CC*,C4H5,,0.030912062,-0.056666667,-0.04,,-0.056666667,-0.04
428,*CC=C=C,C4H5,,0,-0.26,-0.26,,-0.26,-0.26
429,*CCC#C,C4H5,,0,-0.21,-0.21,,-0.21,-0.21
430,FC(F)(F)CCC*,C4H6F3,,0,-0.37,-0.37,,-0.37,-0.37
431,CC(N*)C(F)(F)C(F)F,C4H6F4N1,,0,1.27,1.27,,1.27,1.27
432,COCN(*)COC,C4H6N1O2,,0,1.82,1.82,,1.82,1.82
433,*CC1CCCC1,C6H10,,0,-0.48,-0.48,,-0.48,-0.48
434,CC(CC*)(N(F)F)N(F)F,C4H7F4N2,,0,-0.12,-0.12,,-0.12,-0.12
435,CCCC(*)([N+]([O-])=O)[N+]([O-])=O,C4H7N2O4,,0,2.85,2.85,,2.85,2.85
436,OCCCC(*)([N+]([O-])=O)[N+]([O-])=O,C4H7N2O5,,0,3.04,3.04,,3.04,3.04
437,CCCOC*,C4H7O1,,0,1.11,1.11,,1.11,1.11
438,CCOC(=O)C*,C4H7O2,,0,0.33,0.33,,0.33,
439,COC(=O)CC*,C4H7O2,,0,-0.23,-0.23,,-0.23,-0.23
440,*SCCC=C,C4H7S1,,0,0.9,0.9,,0.9,0.9
441,COCNCC*,C4H8N1O1,,0,-0.26,-0.26,,-0.26,-0.26
442,NOCCCC*,C4H8N1O1,,0,-0.37,-0.37,,-0.37,-0.37
443,CCCC(*)[N+]([O-])=O,C4H8N1O2,,0,1.12,1.12,,1.12,1.12
444,COCCC*,C4H9O1,,0,-2.15,-2.15,,-2.15,-2.15
445,CC(C)(O)C*,C4H9O1,,0,-0.74,-0.74,,-0.74,-0.74
446,CCC(O)C*,C4H9O1,,0,-0.34,-0.34,,-0.34,-0.34
447,CCOCC*,C4H9O1,,0,-0.22,-0.22,,-0.22,-0.22
448,CCC(C)O*,C4H9O1,,0,1.13,1.13,,1.13,
449,CC(C)CO*,C4H9O1,,0,1.03,1.03,,1.03,1.03
450,COC(C*)OC,C4H9O2,,0,-0.03,-0.03,,-0.03,-0.03
451,CCSCC*,C4H9S1,,0,-0.21,-0.21,,-0.21,-0.21
452,CCC(C)S*,C4H9S1,,0,0.83,0.83,,0.83,0.83
453,C[N](C)(C)*,C3H9N1,,0.634472659,3.253333333,3.225,,3.253333333,3.67
454,OCCN(*)CCO,C4H10N1O2,,0,3.94,3.94,,3.94,3.94
455,CCOP(C)(=O)C*,C4H10O2P1,,0,0.21,0.21,,0.21,0.21
456,*CC#CC=C,C5H5,,0,0.17,0.17,,0.17,0.17
457,CC(C)(*)C#C,C5H7,,0,0.08,0.08,,0.08,0.08
458,COCC#CC*,C5H7O1,,0.069442222,0.103333333,0.1,,0.103333333,0.02
459,CC(C)=CC*,C5H9,,0,-0.49,-0.49,,-0.49,-0.49
460,CCCCC(*)([N+]([O-])=O)[N+]([O-])=O,C5H9N2O4,,0,2.85,2.85,,2.85,2.85
461,CC(C)CC(*)([N+]([O-])=O)[N+]([O-])=O,C5H10N2O4,,0,2.84,2.84,,2.84,2.84
462,CCC(CC*)([N+]([O-])=O)[N+]([O-])=O,C5H8N2O4,,0,-0.11,-0.11,,-0.11,-0.11
463,COC\C=C\C*,C5H9O1,,0,-0.32,-0.32,,-0.32,-0.32
464,CCO\C=C\C*,C5H9O1,,0,-0.15,-0.15,,-0.15,-0.15
465,CC(C)(C)OC*,C5H9O1,,0,0.96,0.96,,0.96,0.96
466,*SCCCC=C,C5H9S1,,0,0.87,0.87,,0.87,0.87
467,CC(C)(CC*)N(F)F,C5H10F2N1,,0,-0.32,-0.32,,-0.32,-0.32
468,CC(C)(C)CO*,C5H11O1,,0,1.02,1.02,,1.02,1.02
469,CC(C)CCO*,C5H11O1,,0,1.03,1.03,,1.03,1.03
470,CCOC(*)OCC,C5H11O2,,0,0.65,0.65,,0.65,0.65
471,CSCCCC*,C5H11S1,,0,0.86,0.86,,0.86,
472,CCN(CC)C*,C5H12N1,,0,-0.25,-0.25,,-0.25,-0.25
473,OCCN(C*)CCO,C5H12N1O2,,0,-0.15,-0.15,,-0.15,-0.15
474,CCP(=O)(CC)C*,C5H12O1P1,,0,0.13,0.13,,0.13,0.13
475,CCOP(=O)(CC)C*,C5H12O2P1,,0,0.18,0.18,,0.18,0.18
476,CCOP(=O)(C*)OCC,C5H12O2P1,,0.023570226,0.273333333,0.29,0.29,0.265,0.24
477,ClC1=C(Cl)C(Cl)=C(*)C(Cl)=C1Cl,C6Cl5,,0,1.07,1.07,,1.07,
478,FC1=C(F)C(F)=C(*)C(F)=C1F,C6F5,,1.035,2.545,2.545,,2.545,3.58
479,BrC1=C(O*)C=CC=C1,C6H4Br1O1,,0,1.96,1.96,,1.96,1.96
480,BrC1=CC=CC(O*)=C1,C6H4Br1O1,,0,1.99,1.99,,1.99,
481,BrC1=CC=C(O*)C=C1,C6H4Br1O1,,0,1.95,1.95,,1.95,1.95
482,BrC1=CC=CC(=C1)S(*)=O,C6H4Br1O1S1,,0,2.63,2.63,,2.63,
483,BrC1=CC=C(C=C1)S(*)=O,C6H4Br1O1S1,,0,2.65,2.65,,2.65,
484,BrC1=CC=CC(=C1)S(*)(=O)=O,C6H4Br1O2S1,,0,2.86,2.86,,2.86,
485,BrC1=CC=C(C=C1)S(*)(=O)=O,C6H4Br1O2S1,,0,2.86,2.86,,2.86,2.86
486,BrC1=CC=CC(S*)=C1,C6H4Br1S1,,0,1.35,1.35,,1.35,
487,BrC1=CC=C(S*)C=C1,C6H4Br1S1,,0,1.34,1.34,,1.34,1.34
488,ClC1=C(O*)C=CC=C1,C6H4Cl1O1,,0,2.2,2.2,,2.2,
489,ClC1=CC=CC(O*)=C1,C6H4Cl1O1,,0,2.08,2.08,,2.08,
490,ClC1=CC=C(O*)C=C1,C6H4Cl1O1,,0,2.13,2.13,,2.13,2.13
491,ClC1=CC=CC(=C1)S(*)=O,C6H4Cl1O1S1,,0,2.65,2.65,,2.65,
492,ClC1=CC=C(C=C1)S(*)=O,C6H4Cl1O1S1,,0,2.65,2.65,,2.65,
493,ClC1=CC=CC(=C1)S(*)(=O)=O,C6H4Cl1O2S1,,0,2.96,2.96,,2.96,
494,ClC1=CC=C(C=C1)S(*)(=O)=O,C6H4Cl1O2S1,,0,3,3,,3,3
495,ClC1=C(S*)C=CC=C1,C6H4Cl1S1,,0,1.63,1.63,,1.63,
496,ClC1=CC=CC(S*)=C1,C6H4Cl1S1,,0,1.53,1.53,,1.53,
497,ClC1=CC=C(S*)C=C1,C6H4Cl1S1,,0,1.48,1.48,,1.48,
498,FC1=C(O*)C=CC=C1,C6H4F1O1,,0,2.01,2.01,,2.01,
499,FC1=CC=CC(O*)=C1,C6H4F1O1,,0,2.02,2.02,,2.02,
500,FC1=CC=C(O*)C=C1,C6H4F1O1,,0,1.95,1.95,,1.95,1.95
501,FC1=CC=CC(=C1)S(*)=O,C6H4F1O1S1,,0,2.62,2.62,,2.62,
502,FC1=CC=C(C=C1)S(*)=O,C6H4F1O1S1,,0,2.66,2.66,,2.66,
503,FC1=CC=CC(=C1)S(*)(=O)=O,C6H4F1O2S1,,0,2.99,2.99,,2.99,
504,FC1=CC=C(C=C1)S(*)(=O)=O,C6H4F1O2S1,,0,2.91,2.91,,2.91,2.91
505,FC1=CC=CC(S*)=C1,C6H4F1S1,,0,1.38,1.38,,1.38,
506,FC1=CC=C(S*)C=C1,C6H4F1S1,,0,1.28,1.28,,1.28,
507,IC1=C(O*)C=CC=C1,C6H4I1O1,,0,1.89,1.89,,1.89,
508,IC1=CC=CC(O*)=C1,C6H4I1O1,,0,1.95,1.95,,1.95,
509,IC1=CC=C(O*)C=C1,C6H4I1O1,,0,1.9,1.9,,1.9,
510,[O-][N+](=O)C1=CC=CC(S*)=C1,C6H4N1O2S1,,0,1.54,1.54,,1.54,1.54
511,[O-][N+](=O)C1=C(S*)C=CC=C1,C6H4N1O2S1,,0,1.98,1.98,,1.98,1.98
512,[O-][N+](=O)C1=CC=C(S*)C=C1,C6H4N1O2S1,,0,1.84,1.84,,1.84,1.84
513,[O-][N+](=O)C1=CC=CC(O*)=C1,C6H4N1O3,,0,2.27,2.27,,2.27,2.27
514,[O-][N+](=O)C1=C(O*)C=CC=C1,C6H4N1O3,,0,2.29,2.29,,2.29,2.29
515,[O-][N+](=O)C1=CC=C(O*)C=C1,C6H4N1O3,,0,2.42,2.42,,2.42,2.42
516,[O-][N+](=O)C1=CC=CC(=C1)S(*)=O,C6H4N1O3S1,,0,2.71,2.71,,2.71,
517,[O-][N+](=O)C1=CC=C(OS*)C=C1,C6H4N1O3S1,,0,2.75,2.75,,2.75,2.75
518,[O-][N+](=O)C1=CC=C(C=C1)S(*)(=O)=O,C6H4N1O4S1,,0,3.14,3.14,,3.14,
519,*NC1=CC=CC=C1,C6H5N2,,0,1.38,1.38,,1.38,
520,*OS(=O)(=O)C1=CC=CC=C1,C6H5O3S1,,0,3.13,3.13,,3.13,
521,*NS(=O)(=O)C1=CC=CC=C1,C6H6N1O2S1,,0,1.5,1.5,,1.5,
522,COC(=O)CC#CC*,C6H7O2,,0,0.26,0.26,,0.26,0.26
523,CC#CC(C)(C)*,C6H9,,0,-0.28,-0.28,,-0.28,-0.28
524,CC(C)(C)C#C*,C6H9,,0,0.94,0.94,,0.94,0.94
525,CCCCC#C*,C6H9,,0,0.99,0.99,,0.99,0.99
526,CN(C)CC#CC*,C6H10N1,,0,-0.01,-0.01,,-0.01,
527,CC(O*)C(C)(C)C,C6H13O1,,0,0.97,0.97,,0.97,0.97
528,CCOC(C)(*)OCC,C6H13O2,,0,0.13,0.13,,0.13,
529,CCSCCCC*,C6H13S1,,0,-0.42,-0.42,,-0.42,-0.42
530,CCCCCCS*,C6H13S1,,0,0.84,0.84,,0.84,
531,CCP(=O)(CC)CC*,C6H14O1P1,,0,-0.18,-0.18,,-0.18,-0.18
532,CCOP(=O)(OCC)C(C)*,C6H14O2P1,,0,0.29,0.29,,0.29,0.29
533,CCOP(=O)(OCC)OC(C)*,C6H14O3P1,,0,0.54,0.54,,0.54,0.54
534,CCOP(=O)(COC*)OCC,C6H14O2P1,,0,0.38,0.38,,0.38,0.38
535,FC(F)(F)C1=CC=CC(*)=C1,C7H4F3,,0,0.4,0.4,,0.4,0.4
536,FC(F)(F)C1=CC=C(*)C=C1,C7H4F3,,0,0.47,0.47,,0.47,0.47
537,*OC1=C(C=CC=C1)C#N,C7H4N1O1,,0,2.18,2.18,,2.18,2.18
538,*OC1=CC(=CC=C1)C#N,C7H4N1O1,,0,2.1,2.1,,2.1,
539,*OC1=CC=C(C=C1)C#N,C7H4N1O1,,0,2.24,2.24,,2.24,
540,OC(O*)C1=CC=C(C=C1)[N+]([O-])=O,C7H4N1O4,,0,2.24,2.24,,2.24,
541,*SC1=CC=C(C=C1)C#N,C7H4N1S1,,0,1.8,1.8,,1.8,
542,*OC(=O)C1=CC=CC=C1,C7H5O2,,0.09,2,2,,2,1.91
543,OC(=O)C1=CC=CC=C1O*,C7H5O3,,0,2.71,2.71,,2.71,
544,OC1=CC=C(C=C1)C(=O)O*,C7H5O2,,0,1.91,1.91,,1.91,
545,ClC1=CC=C(C*)C=C1,C7H6Cl1,,0,-0.21,-0.21,,-0.21,-0.21
546,[O-][N+](=O)C1=CC=C(C*)C=C1,C7H7N1O2,,0,-0.04,-0.04,,-0.04,-0.04
547,*NC(=O)OC1=CC=CC=C1,C7H6N1O2,,0,0.97,0.97,,0.97,
548,CC1=C(O*)C=CC=C1,C7H7O1,,0,1.8,1.8,,1.8,
549,CC1=CC=CC(O*)=C1,C7H7O1,,0,1.84,1.84,,1.84,
550,CC1=CC=C(O*)C=C1,C7H7O1,,0,1.81,1.81,,1.81,1.81
551,*OCC1=CC=CC=C1,C7H7O1,,0,-1.11,-1.11,,-1.11,-1.11
552,CC1=CC=CC(CS(*)=O)=C1,C7H7O1S1,,0,2.5,2.5,,2.5,
553,CC1=CC=C(C=C1)S(*)=O,C7H7O1S1,,0,2.53,2.53,,2.53,
554,COC1=CC=CC=C1S*,C7H7O1S1,,0,1.1,1.1,,1.1,
555,COC1=CC(S*)=CC=C1,C7H7O1S1,,0,1.4,1.4,,1.4,
556,COC1=CC=C(S*)C=C1,C7H7O1S1,,0,1.17,1.17,,1.17,1.17
557,COC1=CC=CC=C1O*,C7H7O2,,0,1.8,1.8,,1.8,
558,COC1=CC(O*)=CC=C1,C7H7O2,,0,1.93,1.93,,1.93,
559,COC1=CC=C(O*)C=C1,C7H7O2,,0,1.83,1.83,,1.83,1.83
560,*CS(=O)(=O)C1=CC=CC=C1,C7H7O2S1,,0.11,0.77,0.77,,0.77,0.88
561,COC1=CC=C(C=C1)S(*)=O,C7H7O2S1,,0,2.51,2.51,,2.51,2.51
562,CC1=CC(=CC=C1)S(*)(=O)=O,C7H7O2S1,,0,2.78,2.78,,2.78,
563,CC1=CC=C(C=C1)S(*)(=O)=O,C7H7O2S1,,0,2.83,2.83,,2.83,
564,CSC1=CC=C(O*)C=C1,C7H7O1S1,,0,2.36,2.36,,2.36,2.36
565,COC1=CC(=CC=C1)S(*)(=O)=O,C7H7O3S1,,0,2.75,2.75,,2.75,
566,COC1=CC=C(C=C1)S(*)(=O)=O,C7H7O3S1,,0,2.74,2.74,,2.74,
567,*CSC1=CC=CC=C1,C7H7S1,,0,0.17,0.17,,0.17,0.17
568,CC1=C(S*)C=CC=C1,C7H7S1,,0,1.41,1.41,,1.41,
569,CC1=CC=CC(S*)=C1,C7H7S1,,0,1.4,1.4,,1.4,
570,CC1=CC=C(S*)C=C1,C7H7S1,,0,1.31,1.31,,1.31,1.31
571,*SCC1=CC=CC=C1,C7H7S1,,0,1.07,1.07,,1.07,
572,CSC1=C(S*)C=CC=C1,C7H7S2,,0,1.13,1.13,,1.13,
573,CSC1=CC=CC(S*)=C1,C7H7S2,,0,1.44,1.44,,1.44,
574,CSC1=CC=C(S*)C=C1,C7H7S2,,0,1.2,1.2,,1.2,
575,*NCC1=CC=CC=C1,C7H8N1,,0,0.86,0.86,,0.86,0.86
576,CCC#CC(C)(C)*,C7H11,,0,-0.24,-0.24,,-0.24,-0.24
577,CC(C)(C)C#CC*,C7H11,,0,0.02,0.02,,0.02,0.02
578,CCCCC#CC*,C7H11,,0,0.04,0.04,,0.04,0.04
579,CC(C)(C)OOC(C)(C)*,C7H15O2,,0,0.03,0.03,,0.03,0.03
580,CCP(=O)(CC)CCC*,C7H16O1P1,,0,-0.32,-0.32,,-0.32,-0.32
581,CCCP(=O)(C*)CCC,C7H16O1P1,,0,0.1,0.1,,0.1,0.1
582,*CC1=CC=C(C=C1)C#N,C8H6N1,,0,-0.08,-0.08,,-0.08,
583,FC(F)(F)C(N*)C1=CC=CC=C1,C8H7F3,,0,1.48,1.48,,1.48,1.48
584,*CC(=O)OC1=CC=CC=C1,C8H7O2,,0,0.32,0.32,,0.32,0.32
585,COCC1=CC=C(O*)C=C1,C8H7O2,,0,2.42,2.42,,2.42,2.42
586,*CCONC1=CC=CC=C1,C8H8N1O1,,0,-0.49,-0.49,,-0.49,-0.49
587,COCN(*)C1=CC=CC=C1,C8H8N1O1,,0,0.88,0.88,,0.88,0.88
588,CNC1=CC=C(C=C1)C(=O)O*,C8H8N1O2,,0,1.51,1.51,,1.51,1.51
589,CC1=CC(C*)=CC=C1,C8H9,,0,-0.29,-0.29,,-0.29,-0.29
590,CC1=CC=C(C*)C=C1,C8H9,,0,-0.32,-0.32,,-0.32,-0.32
591,CC(O)(*)C1=CC=CC=C1,C8H9O1,,0,0.13,0.13,,0.13,0.13
592,COC1=CC=C(C=C1)C(C)(O)*,C8H9O1,,0,-0.35,-0.35,,-0.35,-0.35
593,CC1=CC(OC*)=CC=C1,C8H9O1,,0,0.34,0.34,,0.34,0.34
594,CC1=CC=C(OC*)C=C1,C8H9O1,,0,0.33,0.33,,0.33,0.33
